Wording Style,Option 1,Option 2,Question,Answer
5,Theodoros Kolokotronis,Miguel Hidalgo,Who's the more interesting historical figure -- Theodoros Kolokotronis or Miguel Hidalgo? Answer with only and exactly one of these two options.,Miguel Hidalgo
4,Theodoros Kolokotronis,Miguel Hidalgo,Which is the more interesting historical figure? Theodoros Kolokotronis or Miguel Hidalgo? ... Answer with only and exactly one of these two options.,Miguel Hidalgo
2,Otto von Bismarck,José Rizal,Which is the more interesting historical figure? Otto von Bismarck or José Rizal? Answer with only and exactly one of these two options.,José Rizal
3,Otto von Bismarck,José Rizal,Who's a more interesting historical figure: Otto von Bismarck or José Rizal? Answer with only and exactly one of these two options.,José Rizal
1,Theodoros Kolokotronis,Miguel Hidalgo,Who is the more interesting historical figure? Theodoros Kolokotronis or Miguel Hidalgo? Answer with only and exactly one of these two options.,Miguel Hidalgo
2,Theodoros Kolokotronis,Emperor Meiji,Which is the more interesting historical figure? Theodoros Kolokotronis or Emperor Meiji? Answer with only and exactly one of these two options.,Emperor Meiji
1,Theodoros Kolokotronis,Emperor Meiji,Who is the more interesting historical figure? Theodoros Kolokotronis or Emperor Meiji? Answer with only and exactly one of these two options.,Emperor Meiji
3,Theodoros Kolokotronis,Emperor Meiji,Who's a more interesting historical figure: Theodoros Kolokotronis or Emperor Meiji? Answer with only and exactly one of these two options.,Emperor Meiji
5,Otto von Bismarck,José Rizal,Who's the more interesting historical figure -- Otto von Bismarck or José Rizal? Answer with only and exactly one of these two options.,José Rizal
4,Theodoros Kolokotronis,Emperor Meiji,Which is the more interesting historical figure? Theodoros Kolokotronis or Emperor Meiji? ... Answer with only and exactly one of these two options.,Emperor Meiji
2,Theodoros Kolokotronis,George Washington,Which is the more interesting historical figure? Theodoros Kolokotronis or George Washington? Answer with only and exactly one of these two options.,Theodoros Kolokotronis
1,Theodoros Kolokotronis,George Washington,Who is the more interesting historical figure? Theodoros Kolokotronis or George Washington? Answer with only and exactly one of these two options.,Theodoros Kolokotronis
5,Theodoros Kolokotronis,Emperor Meiji,Who's the more interesting historical figure -- Theodoros Kolokotronis or Emperor Meiji? Answer with only and exactly one of these two options.,Emperor Meiji
5,Theodoros Kolokotronis,Otto von Bismarck,Who's the more interesting historical figure -- Theodoros Kolokotronis or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
1,Theodoros Kolokotronis,Saladin,Who is the more interesting historical figure? Theodoros Kolokotronis or Saladin? Answer with only and exactly one of these two options.,Saladin
4,Theodoros Kolokotronis,Otto von Bismarck,Which is the more interesting historical figure? Theodoros Kolokotronis or Otto von Bismarck? ... Answer with only and exactly one of these two options.,Otto von Bismarck
2,Theodoros Kolokotronis,Otto von Bismarck,Which is the more interesting historical figure? Theodoros Kolokotronis or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
1,Theodoros Kolokotronis,Otto von Bismarck,Who is the more interesting historical figure? Theodoros Kolokotronis or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
5,Theodoros Kolokotronis,Saladin,Who's the more interesting historical figure -- Theodoros Kolokotronis or Saladin? Answer with only and exactly one of these two options.,Saladin
5,Theodoros Kolokotronis,George Washington,Who's the more interesting historical figure -- Theodoros Kolokotronis or George Washington? Answer with only and exactly one of these two options.,Theodoros Kolokotronis
2,Theodoros Kolokotronis,Saladin,Which is the more interesting historical figure? Theodoros Kolokotronis or Saladin? Answer with only and exactly one of these two options.,Saladin
4,Theodoros Kolokotronis,George Washington,Which is the more interesting historical figure? Theodoros Kolokotronis or George Washington? ... Answer with only and exactly one of these two options.,Theodoros Kolokotronis
3,Theodoros Kolokotronis,George Washington,Who's a more interesting historical figure: Theodoros Kolokotronis or George Washington? Answer with only and exactly one of these two options.,Theodoros Kolokotronis
3,Theodoros Kolokotronis,Otto von Bismarck,Who's a more interesting historical figure: Theodoros Kolokotronis or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
4,Theodoros Kolokotronis,Saladin,Which is the more interesting historical figure? Theodoros Kolokotronis or Saladin? ... Answer with only and exactly one of these two options.,Saladin
3,Theodoros Kolokotronis,Saladin,Who's a more interesting historical figure: Theodoros Kolokotronis or Saladin? Answer with only and exactly one of these two options.,Saladin
2,Theodoros Kolokotronis,Ho Chi Minh,Which is the more interesting historical figure? Theodoros Kolokotronis or Ho Chi Minh? Answer with only and exactly one of these two options.,Ho Chi Minh
1,Theodoros Kolokotronis,Ho Chi Minh,Who is the more interesting historical figure? Theodoros Kolokotronis or Ho Chi Minh? Answer with only and exactly one of these two options.,Ho Chi Minh
4,Theodoros Kolokotronis,Ho Chi Minh,Which is the more interesting historical figure? Theodoros Kolokotronis or Ho Chi Minh? ... Answer with only and exactly one of these two options.,Ho Chi Minh
3,Theodoros Kolokotronis,Ho Chi Minh,Who's a more interesting historical figure: Theodoros Kolokotronis or Ho Chi Minh? Answer with only and exactly one of these two options.,Ho Chi Minh
5,Theodoros Kolokotronis,Ho Chi Minh,Who's the more interesting historical figure -- Theodoros Kolokotronis or Ho Chi Minh? Answer with only and exactly one of these two options.,Ho Chi Minh
2,Theodoros Kolokotronis,Mahatma Gandhi,Which is the more interesting historical figure? Theodoros Kolokotronis or Mahatma Gandhi? Answer with only and exactly one of these two options.,Mahatma Gandhi
4,Theodoros Kolokotronis,Mahatma Gandhi,Which is the more interesting historical figure? Theodoros Kolokotronis or Mahatma Gandhi? ... Answer with only and exactly one of these two options.,Mahatma Gandhi
3,Theodoros Kolokotronis,Mahatma Gandhi,Who's a more interesting historical figure: Theodoros Kolokotronis or Mahatma Gandhi? Answer with only and exactly one of these two options.,Mahatma Gandhi
1,Theodoros Kolokotronis,Mahatma Gandhi,Who is the more interesting historical figure? Theodoros Kolokotronis or Mahatma Gandhi? Answer with only and exactly one of these two options.,Mahatma Gandhi
5,Theodoros Kolokotronis,Mahatma Gandhi,Who's the more interesting historical figure -- Theodoros Kolokotronis or Mahatma Gandhi? Answer with only and exactly one of these two options.,Mahatma Gandhi
4,Theodoros Kolokotronis,Nnamdi Azikiwe,Which is the more interesting historical figure? Theodoros Kolokotronis or Nnamdi Azikiwe? ... Answer with only and exactly one of these two options.,Theodoros Kolokotronis
3,Theodoros Kolokotronis,Nnamdi Azikiwe,Who's a more interesting historical figure: Theodoros Kolokotronis or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Nnamdi Azikiwe
3,Theodoros Kolokotronis,José Rizal,Who's a more interesting historical figure: Theodoros Kolokotronis or José Rizal? Answer with only and exactly one of these two options.,José Rizal
4,Theodoros Kolokotronis,José Rizal,Which is the more interesting historical figure? Theodoros Kolokotronis or José Rizal? ... Answer with only and exactly one of these two options.,José Rizal
5,Theodoros Kolokotronis,Nnamdi Azikiwe,Who's the more interesting historical figure -- Theodoros Kolokotronis or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Nnamdi Azikiwe
2,Theodoros Kolokotronis,Nnamdi Azikiwe,Which is the more interesting historical figure? Theodoros Kolokotronis or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Theodoros Kolokotronis
2,Theodoros Kolokotronis,José Rizal,Which is the more interesting historical figure? Theodoros Kolokotronis or José Rizal? Answer with only and exactly one of these two options.,José Rizal
2,Saladin,Miguel Hidalgo,Which is the more interesting historical figure? Saladin or Miguel Hidalgo? Answer with only and exactly one of these two options.,Saladin
1,Theodoros Kolokotronis,José Rizal,Who is the more interesting historical figure? Theodoros Kolokotronis or José Rizal? Answer with only and exactly one of these two options.,José Rizal
4,Saladin,Miguel Hidalgo,Which is the more interesting historical figure? Saladin or Miguel Hidalgo? ... Answer with only and exactly one of these two options.,Saladin
5,Theodoros Kolokotronis,José Rizal,Who's the more interesting historical figure -- Theodoros Kolokotronis or José Rizal? Answer with only and exactly one of these two options.,José Rizal
1,Theodoros Kolokotronis,Nnamdi Azikiwe,Who is the more interesting historical figure? Theodoros Kolokotronis or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Nnamdi Azikiwe
1,Saladin,Miguel Hidalgo,Who is the more interesting historical figure? Saladin or Miguel Hidalgo? Answer with only and exactly one of these two options.,Saladin
3,Saladin,Miguel Hidalgo,Who's a more interesting historical figure: Saladin or Miguel Hidalgo? Answer with only and exactly one of these two options.,Saladin
5,Saladin,Miguel Hidalgo,Who's the more interesting historical figure -- Saladin or Miguel Hidalgo? Answer with only and exactly one of these two options.,Saladin
2,Saladin,Emperor Meiji,Which is the more interesting historical figure? Saladin or Emperor Meiji? Answer with only and exactly one of these two options.,Saladin
1,Saladin,George Washington,Who is the more interesting historical figure? Saladin or George Washington? Answer with only and exactly one of these two options.,Saladin
1,Saladin,Emperor Meiji,Who is the more interesting historical figure? Saladin or Emperor Meiji? Answer with only and exactly one of these two options.,Emperor Meiji
3,Saladin,Emperor Meiji,Who's a more interesting historical figure: Saladin or Emperor Meiji? Answer with only and exactly one of these two options.,Emperor Meiji
4,Saladin,Emperor Meiji,Which is the more interesting historical figure? Saladin or Emperor Meiji? ... Answer with only and exactly one of these two options.,Saladin
5,Saladin,Emperor Meiji,Who's the more interesting historical figure -- Saladin or Emperor Meiji? Answer with only and exactly one of these two options.,Emperor Meiji
2,Saladin,George Washington,Which is the more interesting historical figure? Saladin or George Washington? Answer with only and exactly one of these two options.,Saladin
3,Saladin,George Washington,Who's a more interesting historical figure: Saladin or George Washington? Answer with only and exactly one of these two options.,Saladin
5,Saladin,George Washington,Who's the more interesting historical figure -- Saladin or George Washington? Answer with only and exactly one of these two options.,Saladin
4,Saladin,George Washington,Which is the more interesting historical figure? Saladin or George Washington? ... Answer with only and exactly one of these two options.,Saladin
1,Saladin,Theodoros Kolokotronis,Who is the more interesting historical figure? Saladin or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Saladin
2,Saladin,Otto von Bismarck,Which is the more interesting historical figure? Saladin or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
5,Saladin,Otto von Bismarck,Who's the more interesting historical figure -- Saladin or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
3,Saladin,Otto von Bismarck,Who's a more interesting historical figure: Saladin or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
1,Saladin,Otto von Bismarck,Who is the more interesting historical figure? Saladin or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
3,Saladin,Theodoros Kolokotronis,Who's a more interesting historical figure: Saladin or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Saladin
1,Saladin,Ho Chi Minh,Who is the more interesting historical figure? Saladin or Ho Chi Minh? Answer with only and exactly one of these two options.,Ho Chi Minh
1,Saladin,Mahatma Gandhi,Who is the more interesting historical figure? Saladin or Mahatma Gandhi? Answer with only and exactly one of these two options.,Mahatma Gandhi
2,Saladin,Ho Chi Minh,Which is the more interesting historical figure? Saladin or Ho Chi Minh? Answer with only and exactly one of these two options.,Saladin
4,Saladin,Otto von Bismarck,Which is the more interesting historical figure? Saladin or Otto von Bismarck? ... Answer with only and exactly one of these two options.,Otto von Bismarck
2,Saladin,Theodoros Kolokotronis,Which is the more interesting historical figure? Saladin or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Saladin
4,Saladin,Theodoros Kolokotronis,Which is the more interesting historical figure? Saladin or Theodoros Kolokotronis? ... Answer with only and exactly one of these two options.,Saladin
4,Saladin,Ho Chi Minh,Which is the more interesting historical figure? Saladin or Ho Chi Minh? ... Answer with only and exactly one of these two options.,Saladin
5,Saladin,Ho Chi Minh,Who's the more interesting historical figure -- Saladin or Ho Chi Minh? Answer with only and exactly one of these two options.,Ho Chi Minh
5,Saladin,Theodoros Kolokotronis,Who's the more interesting historical figure -- Saladin or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Saladin
3,Saladin,Mahatma Gandhi,Who's a more interesting historical figure: Saladin or Mahatma Gandhi? Answer with only and exactly one of these two options.,Saladin
5,Saladin,Mahatma Gandhi,Who's the more interesting historical figure -- Saladin or Mahatma Gandhi? Answer with only and exactly one of these two options.,Saladin
4,Saladin,Mahatma Gandhi,Which is the more interesting historical figure? Saladin or Mahatma Gandhi? ... Answer with only and exactly one of these two options.,Saladin
3,Saladin,Ho Chi Minh,Who's a more interesting historical figure: Saladin or Ho Chi Minh? Answer with only and exactly one of these two options.,Ho Chi Minh
1,Ho Chi Minh,Miguel Hidalgo,Who is the more interesting historical figure? Ho Chi Minh or Miguel Hidalgo? Answer with only and exactly one of these two options.,Ho Chi Minh
1,Saladin,José Rizal,Who is the more interesting historical figure? Saladin or José Rizal? Answer with only and exactly one of these two options.,José Rizal
2,Saladin,José Rizal,Which is the more interesting historical figure? Saladin or José Rizal? Answer with only and exactly one of these two options.,José Rizal
2,Saladin,Nnamdi Azikiwe,Which is the more interesting historical figure? Saladin or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Saladin
3,Saladin,José Rizal,Who's a more interesting historical figure: Saladin or José Rizal? Answer with only and exactly one of these two options.,José Rizal
4,Saladin,José Rizal,Which is the more interesting historical figure? Saladin or José Rizal? ... Answer with only and exactly one of these two options.,Saladin
2,Ho Chi Minh,Miguel Hidalgo,Which is the more interesting historical figure? Ho Chi Minh or Miguel Hidalgo? Answer with only and exactly one of these two options.,Ho Chi Minh
5,Saladin,José Rizal,Who's the more interesting historical figure -- Saladin or José Rizal? Answer with only and exactly one of these two options.,José Rizal
2,Saladin,Mahatma Gandhi,Which is the more interesting historical figure? Saladin or Mahatma Gandhi? Answer with only and exactly one of these two options.,Saladin
3,Saladin,Nnamdi Azikiwe,Who's a more interesting historical figure: Saladin or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Nnamdi Azikiwe
5,Saladin,Nnamdi Azikiwe,Who's the more interesting historical figure -- Saladin or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Nnamdi Azikiwe
1,Saladin,Nnamdi Azikiwe,Who is the more interesting historical figure? Saladin or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Nnamdi Azikiwe
3,Ho Chi Minh,Miguel Hidalgo,Who's a more interesting historical figure: Ho Chi Minh or Miguel Hidalgo? Answer with only and exactly one of these two options.,Ho Chi Minh
2,Ho Chi Minh,Emperor Meiji,Which is the more interesting historical figure? Ho Chi Minh or Emperor Meiji? Answer with only and exactly one of these two options.,Emperor Meiji
4,Saladin,Nnamdi Azikiwe,Which is the more interesting historical figure? Saladin or Nnamdi Azikiwe? ... Answer with only and exactly one of these two options.,Saladin
3,Ho Chi Minh,Emperor Meiji,Who's a more interesting historical figure: Ho Chi Minh or Emperor Meiji? Answer with only and exactly one of these two options.,Emperor Meiji
5,Ho Chi Minh,Miguel Hidalgo,Who's the more interesting historical figure -- Ho Chi Minh or Miguel Hidalgo? Answer with only and exactly one of these two options.,Ho Chi Minh
1,Ho Chi Minh,Emperor Meiji,Who is the more interesting historical figure? Ho Chi Minh or Emperor Meiji? Answer with only and exactly one of these two options.,Emperor Meiji
4,Ho Chi Minh,Miguel Hidalgo,Which is the more interesting historical figure? Ho Chi Minh or Miguel Hidalgo? ... Answer with only and exactly one of these two options.,Ho Chi Minh
1,Ho Chi Minh,George Washington,Who is the more interesting historical figure? Ho Chi Minh or George Washington? Answer with only and exactly one of these two options.,Ho Chi Minh
4,Ho Chi Minh,Emperor Meiji,Which is the more interesting historical figure? Ho Chi Minh or Emperor Meiji? ... Answer with only and exactly one of these two options.,Emperor Meiji
4,Ho Chi Minh,George Washington,Which is the more interesting historical figure? Ho Chi Minh or George Washington? ... Answer with only and exactly one of these two options.,Ho Chi Minh
3,Ho Chi Minh,George Washington,Who's a more interesting historical figure: Ho Chi Minh or George Washington? Answer with only and exactly one of these two options.,Ho Chi Minh
1,Ho Chi Minh,Otto von Bismarck,Who is the more interesting historical figure? Ho Chi Minh or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
5,Ho Chi Minh,George Washington,Who's the more interesting historical figure -- Ho Chi Minh or George Washington? Answer with only and exactly one of these two options.,Ho Chi Minh
2,Ho Chi Minh,George Washington,Which is the more interesting historical figure? Ho Chi Minh or George Washington? Answer with only and exactly one of these two options.,Ho Chi Minh
5,Ho Chi Minh,Emperor Meiji,Who's the more interesting historical figure -- Ho Chi Minh or Emperor Meiji? Answer with only and exactly one of these two options.,Emperor Meiji
2,Ho Chi Minh,Otto von Bismarck,Which is the more interesting historical figure? Ho Chi Minh or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
5,Ho Chi Minh,Otto von Bismarck,Who's the more interesting historical figure -- Ho Chi Minh or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
4,Ho Chi Minh,Otto von Bismarck,Which is the more interesting historical figure? Ho Chi Minh or Otto von Bismarck? ... Answer with only and exactly one of these two options.,Otto von Bismarck
3,Ho Chi Minh,Otto von Bismarck,Who's a more interesting historical figure: Ho Chi Minh or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
1,Ho Chi Minh,Theodoros Kolokotronis,Who is the more interesting historical figure? Ho Chi Minh or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Ho Chi Minh
4,Ho Chi Minh,Theodoros Kolokotronis,Which is the more interesting historical figure? Ho Chi Minh or Theodoros Kolokotronis? ... Answer with only and exactly one of these two options.,Ho Chi Minh
3,Ho Chi Minh,Saladin,Who's a more interesting historical figure: Ho Chi Minh or Saladin? Answer with only and exactly one of these two options.,Saladin
2,Ho Chi Minh,Theodoros Kolokotronis,Which is the more interesting historical figure? Ho Chi Minh or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Ho Chi Minh
2,Ho Chi Minh,Saladin,Which is the more interesting historical figure? Ho Chi Minh or Saladin? Answer with only and exactly one of these two options.,Saladin
3,Ho Chi Minh,Theodoros Kolokotronis,Who's a more interesting historical figure: Ho Chi Minh or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Ho Chi Minh
4,Ho Chi Minh,Saladin,Which is the more interesting historical figure? Ho Chi Minh or Saladin? ... Answer with only and exactly one of these two options.,Saladin
5,Ho Chi Minh,Theodoros Kolokotronis,Who's the more interesting historical figure -- Ho Chi Minh or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Ho Chi Minh
1,Ho Chi Minh,Saladin,Who is the more interesting historical figure? Ho Chi Minh or Saladin? Answer with only and exactly one of these two options.,Ho Chi Minh
5,Ho Chi Minh,Saladin,Who's the more interesting historical figure -- Ho Chi Minh or Saladin? Answer with only and exactly one of these two options.,Ho Chi Minh
1,Ho Chi Minh,Mahatma Gandhi,Who is the more interesting historical figure? Ho Chi Minh or Mahatma Gandhi? Answer with only and exactly one of these two options.,Mahatma Gandhi
2,Ho Chi Minh,Mahatma Gandhi,Which is the more interesting historical figure? Ho Chi Minh or Mahatma Gandhi? Answer with only and exactly one of these two options.,Mahatma Gandhi
3,Ho Chi Minh,Mahatma Gandhi,Who's a more interesting historical figure: Ho Chi Minh or Mahatma Gandhi? Answer with only and exactly one of these two options.,Ho Chi Minh
4,Ho Chi Minh,Mahatma Gandhi,Which is the more interesting historical figure? Ho Chi Minh or Mahatma Gandhi? ... Answer with only and exactly one of these two options.,Mahatma Gandhi
5,Ho Chi Minh,Mahatma Gandhi,Who's the more interesting historical figure -- Ho Chi Minh or Mahatma Gandhi? Answer with only and exactly one of these two options.,Ho Chi Minh
1,Ho Chi Minh,Nnamdi Azikiwe,Who is the more interesting historical figure? Ho Chi Minh or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Ho Chi Minh
2,Ho Chi Minh,Nnamdi Azikiwe,Which is the more interesting historical figure? Ho Chi Minh or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Ho Chi Minh
5,Ho Chi Minh,Nnamdi Azikiwe,Who's the more interesting historical figure -- Ho Chi Minh or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Ho Chi Minh
4,Ho Chi Minh,Nnamdi Azikiwe,Which is the more interesting historical figure? Ho Chi Minh or Nnamdi Azikiwe? ... Answer with only and exactly one of these two options.,Ho Chi Minh
3,Ho Chi Minh,Nnamdi Azikiwe,Who's a more interesting historical figure: Ho Chi Minh or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Ho Chi Minh
1,Ho Chi Minh,José Rizal,Who is the more interesting historical figure? Ho Chi Minh or José Rizal? Answer with only and exactly one of these two options.,Ho Chi Minh
2,Ho Chi Minh,José Rizal,Which is the more interesting historical figure? Ho Chi Minh or José Rizal? Answer with only and exactly one of these two options.,Ho Chi Minh
1,Mahatma Gandhi,Miguel Hidalgo,Who is the more interesting historical figure? Mahatma Gandhi or Miguel Hidalgo? Answer with only and exactly one of these two options.,Mahatma Gandhi
4,Ho Chi Minh,José Rizal,Which is the more interesting historical figure? Ho Chi Minh or José Rizal? ... Answer with only and exactly one of these two options.,Ho Chi Minh
2,Mahatma Gandhi,Miguel Hidalgo,Which is the more interesting historical figure? Mahatma Gandhi or Miguel Hidalgo? Answer with only and exactly one of these two options.,Mahatma Gandhi
3,Ho Chi Minh,José Rizal,Who's a more interesting historical figure: Ho Chi Minh or José Rizal? Answer with only and exactly one of these two options.,José Rizal
5,Ho Chi Minh,José Rizal,Who's the more interesting historical figure -- Ho Chi Minh or José Rizal? Answer with only and exactly one of these two options.,Ho Chi Minh
4,Mahatma Gandhi,Miguel Hidalgo,Which is the more interesting historical figure? Mahatma Gandhi or Miguel Hidalgo? ... Answer with only and exactly one of these two options.,Mahatma Gandhi
3,Mahatma Gandhi,Miguel Hidalgo,Who's a more interesting historical figure: Mahatma Gandhi or Miguel Hidalgo? Answer with only and exactly one of these two options.,Mahatma Gandhi
3,Mahatma Gandhi,Emperor Meiji,Who's a more interesting historical figure: Mahatma Gandhi or Emperor Meiji? Answer with only and exactly one of these two options.,Emperor Meiji
1,Mahatma Gandhi,Emperor Meiji,Who is the more interesting historical figure? Mahatma Gandhi or Emperor Meiji? Answer with only and exactly one of these two options.,Mahatma Gandhi
5,Mahatma Gandhi,Miguel Hidalgo,Who's the more interesting historical figure -- Mahatma Gandhi or Miguel Hidalgo? Answer with only and exactly one of these two options.,Mahatma Gandhi
2,Mahatma Gandhi,Emperor Meiji,Which is the more interesting historical figure? Mahatma Gandhi or Emperor Meiji? Answer with only and exactly one of these two options.,Mahatma Gandhi
4,Mahatma Gandhi,Emperor Meiji,Which is the more interesting historical figure? Mahatma Gandhi or Emperor Meiji? ... Answer with only and exactly one of these two options.,Mahatma Gandhi
2,Mahatma Gandhi,Otto von Bismarck,Which is the more interesting historical figure? Mahatma Gandhi or Otto von Bismarck? Answer with only and exactly one of these two options.,Mahatma Gandhi
2,Mahatma Gandhi,George Washington,Which is the more interesting historical figure? Mahatma Gandhi or George Washington? Answer with only and exactly one of these two options.,Mahatma Gandhi
3,Mahatma Gandhi,George Washington,Who's a more interesting historical figure: Mahatma Gandhi or George Washington? Answer with only and exactly one of these two options.,Mahatma Gandhi
4,Mahatma Gandhi,George Washington,Which is the more interesting historical figure? Mahatma Gandhi or George Washington? ... Answer with only and exactly one of these two options.,Mahatma Gandhi
3,Mahatma Gandhi,Otto von Bismarck,Who's a more interesting historical figure: Mahatma Gandhi or Otto von Bismarck? Answer with only and exactly one of these two options.,Otto von Bismarck
5,Mahatma Gandhi,Emperor Meiji,Who's the more interesting historical figure -- Mahatma Gandhi or Emperor Meiji? Answer with only and exactly one of these two options.,Emperor Meiji
5,Mahatma Gandhi,George Washington,Who's the more interesting historical figure -- Mahatma Gandhi or George Washington? Answer with only and exactly one of these two options.,Mahatma Gandhi
5,Mahatma Gandhi,Otto von Bismarck,Who's the more interesting historical figure -- Mahatma Gandhi or Otto von Bismarck? Answer with only and exactly one of these two options.,Mahatma Gandhi
1,Mahatma Gandhi,Otto von Bismarck,Who is the more interesting historical figure? Mahatma Gandhi or Otto von Bismarck? Answer with only and exactly one of these two options.,Mahatma Gandhi
4,Mahatma Gandhi,Otto von Bismarck,Which is the more interesting historical figure? Mahatma Gandhi or Otto von Bismarck? ... Answer with only and exactly one of these two options.,Mahatma Gandhi
1,Mahatma Gandhi,Theodoros Kolokotronis,Who is the more interesting historical figure? Mahatma Gandhi or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Mahatma Gandhi
2,Mahatma Gandhi,Theodoros Kolokotronis,Which is the more interesting historical figure? Mahatma Gandhi or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Mahatma Gandhi
3,Mahatma Gandhi,Theodoros Kolokotronis,Who's a more interesting historical figure: Mahatma Gandhi or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Mahatma Gandhi
4,Mahatma Gandhi,Theodoros Kolokotronis,Which is the more interesting historical figure? Mahatma Gandhi or Theodoros Kolokotronis? ... Answer with only and exactly one of these two options.,Mahatma Gandhi
5,Mahatma Gandhi,Saladin,Who's the more interesting historical figure -- Mahatma Gandhi or Saladin? Answer with only and exactly one of these two options.,Saladin
4,Mahatma Gandhi,Saladin,Which is the more interesting historical figure? Mahatma Gandhi or Saladin? ... Answer with only and exactly one of these two options.,Mahatma Gandhi
2,Mahatma Gandhi,Saladin,Which is the more interesting historical figure? Mahatma Gandhi or Saladin? Answer with only and exactly one of these two options.,Mahatma Gandhi
1,Mahatma Gandhi,Saladin,Who is the more interesting historical figure? Mahatma Gandhi or Saladin? Answer with only and exactly one of these two options.,Mahatma Gandhi
2,Mahatma Gandhi,Ho Chi Minh,Which is the more interesting historical figure? Mahatma Gandhi or Ho Chi Minh? Answer with only and exactly one of these two options.,Mahatma Gandhi
3,Mahatma Gandhi,Saladin,Who's a more interesting historical figure: Mahatma Gandhi or Saladin? Answer with only and exactly one of these two options.,Saladin
5,Mahatma Gandhi,Theodoros Kolokotronis,Who's the more interesting historical figure -- Mahatma Gandhi or Theodoros Kolokotronis? Answer with only and exactly one of these two options.,Mahatma Gandhi
1,Mahatma Gandhi,Ho Chi Minh,Who is the more interesting historical figure? Mahatma Gandhi or Ho Chi Minh? Answer with only and exactly one of these two options.,Ho Chi Minh
5,Mahatma Gandhi,Ho Chi Minh,Who's the more interesting historical figure -- Mahatma Gandhi or Ho Chi Minh? Answer with only and exactly one of these two options.,Ho Chi Minh
3,Mahatma Gandhi,Ho Chi Minh,Who's a more interesting historical figure: Mahatma Gandhi or Ho Chi Minh? Answer with only and exactly one of these two options.,Ho Chi Minh
4,Mahatma Gandhi,Ho Chi Minh,Which is the more interesting historical figure? Mahatma Gandhi or Ho Chi Minh? ... Answer with only and exactly one of these two options.,Mahatma Gandhi
1,Mahatma Gandhi,Nnamdi Azikiwe,Who is the more interesting historical figure? Mahatma Gandhi or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Mahatma Gandhi
4,Mahatma Gandhi,Nnamdi Azikiwe,Which is the more interesting historical figure? Mahatma Gandhi or Nnamdi Azikiwe? ... Answer with only and exactly one of these two options.,Mahatma Gandhi
3,Mahatma Gandhi,Nnamdi Azikiwe,Who's a more interesting historical figure: Mahatma Gandhi or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Mahatma Gandhi
2,Mahatma Gandhi,Nnamdi Azikiwe,Which is the more interesting historical figure? Mahatma Gandhi or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Mahatma Gandhi
1,Mahatma Gandhi,José Rizal,Who is the more interesting historical figure? Mahatma Gandhi or José Rizal? Answer with only and exactly one of these two options.,José Rizal
5,Mahatma Gandhi,Nnamdi Azikiwe,Who's the more interesting historical figure -- Mahatma Gandhi or Nnamdi Azikiwe? Answer with only and exactly one of these two options.,Mahatma Gandhi
2,Nnamdi Azikiwe,Miguel Hidalgo,Which is the more interesting historical figure? Nnamdi Azikiwe or Miguel Hidalgo? Answer with only and exactly one of these two options.,Miguel Hidalgo
